,ID,Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Jersey Number,Height,Weight,Release Clause
8952,229416,Morillas,31,Spain,66,CF Rayo Majadahonda,€425K,€2K,Left,LB,3,6'1,165lbs,€659K
8953,169000,K. Andersen,32,Belgium,66,SC Fortuna Köln,€500K,€1K,Right,CAM,34,6'0,161lbs,€725K
8954,242216,F. Varela,22,Argentina,66,CF Rayo Majadahonda,€1M,€3K,Right,CAM,8,5'9,141lbs,
8955,189224,Júnior Negão,31,Brazil,66,Ulsan Hyundai FC,€575K,€3K,Left,ST,30,6'2,183lbs,€719K
8956,189736,F. Casarini,28,Italy,66,Ascoli,€650K,€2K,Right,CM,16,5'10,163lbs,€1M
8957,205609,J. Omolo,28,Kenya,66,KSV Cercle Brugge,€525K,€4K,Right,CDM,15,5'10,161lbs,€761K
8958,210217,C. Chapman,23,Australia,66,Pohang Steelers,€725K,€2K,Right,LCM,6,6'2,183lbs,€961K
8959,213801,Rúben Oliveira,23,Portugal,66,CD Aves,€900K,€3K,Right,CAM,7,5'7,146lbs,
8960,219689,S. Lizana,25,Chile,66,CD Palestino,€775K,€2K,Right,CAM,16,5'6,150lbs,€1.1M
8961,221482,K. Hidalgo,22,Chile,66,CD Huachipato,€725K,€1K,Right,CB,2,5'10,161lbs,€1M
8962,157482,J. Mackie,32,Scotland,66,Oxford United,€525K,€4K,Right,ST,19,5'8,157lbs,€919K
8963,237098,Han Seung Gyu,21,Korea Republic,66,Ulsan Hyundai FC,€950K,€2K,Right,LM,24,5'7,139lbs,€1.4M
8964,230187,Narcisso Mau,30,Brazil,66,Ceará Sporting Club,€475K,€6K,Right,LB,14,5'10,159lbs,€879K
8965,240683,L. Reis,18,Netherlands,66,FC Groningen,€1.1M,€1K,Right,RDM,6,5'10,165lbs,€2.4M
8966,245035,C. Gomes,17,France,66,Manchester City,€1.1M,€10K,Right,CDM,81,5'11,154lbs,€2.8M
8967,239660,L. Angulo,22,Colombia,66,Independiente Medellín,€900K,€1K,Right,LCM,28,5'7,154lbs,€1.4M
8968,183596,E. Domaschke,32,Germany,66,SV Meppen,€375K,€1K,Right,GK,32,6'2,190lbs,€544K
8969,193580,M. Nizam,27,Turkey,66,Antalyaspor,€525K,€5K,Left,LB,77,6'0,163lbs,€1.1M
8970,203309,B. Halloran,26,Australia,66,Adelaide United,€750K,€2K,Right,RW,26,6'0,170lbs,€994K
8971,210477,P. Möschl,25,Austria,66,SG Dynamo Dresden,€775K,€6K,Right,RW,22,5'9,150lbs,€1.3M
8972,220205,M. Milec,26,Slovenia,66,,€0,€0,Right,RB,22,5'9,152lbs,
8973,229677,F. Bambock,23,France,66,Córdoba CF,€700K,€2K,Right,CDM,20,5'11,172lbs,€1.1M
8974,238637,S. Vasiliadis,20,Germany,66,SC Paderborn 07,€1.1M,€3K,Right,CAM,39,5'9,165lbs,€1.9M
8975,239917,Rui Silva,22,Portugal,66,Santa Clara,€900K,€3K,Right,RB,2,5'10,150lbs,
8976,240685,T. van de Looi,18,Netherlands,66,FC Groningen,€1.1M,€1K,Right,CM,36,5'11,165lbs,€1.7M
8977,178221,M. Orozco,32,United States,66,Lobos BUAP,€375K,€3K,Right,RCB,16,5'9,168lbs,€619K
8978,208174,M. N'Doye,26,Senegal,66,GFC Ajaccio,€775K,€2K,Right,LCM,12,5'9,148lbs,€1.4M
8979,210990,E. Sarraj,28,Saudi Arabia,66,Ohod Club,€675K,€7K,Right,ST,10,5'11,165lbs,€1.1M
8980,232750,Fabio,29,Brazil,66,Gamba Osaka,€500K,€4K,Right,LCB,3,6'1,172lbs,€625K
8981,202799,J. Graham,23,England,66,Ipswich Town,€850K,€15K,Right,LM,14,6'0,161lbs,
8982,214063,E. Farias,29,Chile,66,Deportes Iquique,€500K,€1K,Left,CDM,6,5'10,157lbs,€675K
8983,217391,Mica Pinto,25,Portugal,66,Fortuna Sittard,€650K,€2K,Left,LB,23,5'9,170lbs,€991K
8984,217647,J. Tanaka,30,Japan,66,Vissel Kobe,€600K,€3K,Left,LM,21,5'11,165lbs,€750K
8985,225071,B. Whiteman,22,England,66,Doncaster Rovers,€725K,€3K,Right,CDM,8,6'1,150lbs,€1.3M
8986,230447,Nazario Serpe,26,Brazil,66,Bahia,€550K,€4K,Right,CDM,19,5'10,170lbs,€1M
8987,243759,I. Arce,26,Argentina,66,San Martin de Tucumán,€550K,€3K,Right,GK,22,5'11,157lbs,
8988,221488,R. Hollingshead,27,United States,66,FC Dallas,€600K,€2K,Right,LB,12,6'1,181lbs,€945K
8989,230192,Botelhinonsa,30,Brazil,66,Atlético Paranaense,€475K,€4K,Right,RB,15,6'0,168lbs,€903K
8990,238385,Lim Chan Wool,23,Korea Republic,66,Gangwon FC,€875K,€2K,Right,RW,12,5'9,157lbs,€1.3M
8991,239921,Joca,22,Portugal,66,Rio Ave FC,€875K,€3K,Right,CAM,30,5'6,139lbs,€2M
8992,240689,J. Sandoval,31,Uruguay,66,Argentinos Juniors,€425K,€4K,Right,RB,15,5'10,170lbs,€616K
8993,244273,B. Knežević,21,Croatia,66,Dinamo Zagreb,€750K,€1K,Right,CDM,97,5'10,165lbs,€1.7M
8994,196145,Y. Anchico,34,Colombia,66,Independiente Medellín,€325K,€1K,Right,CM,5,6'0,165lbs,€439K
8995,226098,F. Del Sole,20,Italy,66,Pescara,€1M,€19K,Left,RW,29,5'10,150lbs,
8996,226866,Dálcio,22,Portugal,66,Os Belenenses,€900K,€3K,Left,CAM,8,5'11,148lbs,
8997,163634,F. Cosenza,32,Italy,66,Lecce,€375K,€1K,Right,CB,5,6'2,192lbs,€581K
8998,241202,P. Daka,19,Zambia,66,FC Red Bull Salzburg,€1.4M,€6K,Right,ST,20,6'0,157lbs,€3M
8999,246066,O. Ribera,26,Bolivia,66,,€0,€0,Right,RB,21,5'9,154lbs,
9000,200499,V. Andriuškevičius,27,Lithuania,66,DC United,€525K,€2K,Left,LB,27,6'2,176lbs,€788K
9001,137267,R. Clark,35,United States,66,Columbus Crew SC,€150K,€2K,Right,CDM,2,5'10,165lbs,€225K
9002,202803,M. Angha,24,Switzerland,66,FC Sion,€825K,€7K,Right,CB,20,6'2,174lbs,€1.4M
9003,232755,J. Dasilva,20,England,66,Bristol City,€1.3M,€8K,Left,LB,3,5'7,141lbs,€3.2M
9004,238643,M. Bär,26,Germany,66,VfR Aalen,€750K,€1K,Right,RS,27,6'0,176lbs,€1.1M
9005,242995,J. Mora,25,Costa Rica,66,DC United,€700K,€2K,Left,LB,28,5'9,132lbs,€1.1M
9006,243763,G. Rodríguez,27,Argentina,66,San Martin de Tucumán,€675K,€4K,Right,RW,7,5'10,152lbs,€979K
9007,205876,F. Diarra,26,Mali,66,La Berrichonne de Châteauroux,€825K,€2K,Right,ST,9,5'9,154lbs,€1.5M
9008,197941,K. Igboananike,29,Nigeria,66,Örebro SK,€650K,€2K,Right,ST,77,5'9,154lbs,€813K
9009,213301,S. Horvath,21,Austria,66,SG Dynamo Dresden,€875K,€4K,Right,RM,29,5'5,148lbs,€1.5M
9010,239669,J. Levi,22,Sweden,66,Rosenborg BK,€950K,€2K,Left,RW,17,6'1,165lbs,€1.4M
9011,206134,D. Cole,23,England,66,Burton Albion,€925K,€14K,Right,ST,44,6'1,161lbs,
9012,210742,M. Hallberg,22,Sweden,66,Vejle Boldklub,€900K,€3K,Right,RCM,8,5'11,152lbs,€1.3M
9013,224566,Carlos Blanco,22,Spain,66,Villarreal CF,€825K,€7K,Right,CB,31,6'2,154lbs,€1.9M
9014,241462,R. Guerra,21,Uruguay,66,Gimnàstic de Tarragona,€1M,€6K,Right,CM,19,6'0,165lbs,
9015,186422,S. Scannell,27,Republic of Ireland,66,Bradford City,€675K,€4K,Right,RM,7,5'9,161lbs,€1.2M
9016,195126,J. Marquis,26,England,66,Doncaster Rovers,€825K,€4K,Right,ST,9,6'1,161lbs,€1.5M
9017,202295,Park Gi Dong,29,Korea Republic,66,Suwon Samsung Bluewings,€650K,€3K,Left,ST,9,6'3,183lbs,€813K
9018,222263,N. Jackers,20,Belgium,66,KRC Genk,€750K,€2K,Right,GK,30,6'2,176lbs,€1.3M
9019,238647,M. Schröter,22,Germany,66,FSV Zwickau,€750K,€1K,Right,RM,17,6'0,165lbs,€1.2M
9020,177719,L. Broź,32,Poland,66,Śląsk Wrocław,€350K,€2K,Right,RB,28,5'11,163lbs,€473K
9021,215864,J. Dodoo,23,Ghana,66,Blackpool,€1M,€13K,Right,LS,11,6'0,154lbs,
9022,228408,C. Ronan,20,Republic of Ireland,66,Walsall,€1.1M,€13K,Right,CM,31,5'7,148lbs,
9023,230200,Edenildo Lagoas,30,Brazil,66,Ceará Sporting Club,€475K,€6K,Right,RB,15,5'11,165lbs,€879K
9024,165176,S. Freis,33,Germany,66,SSV Jahn Regensburg,€400K,€4K,Right,LM,11,6'0,172lbs,€620K
9025,232760,E. Diaw,23,Senegal,66,Korona Kielce,€725K,€2K,Left,LCB,23,6'4,187lbs,€1M
9026,238392,E. Owusu,20,France,66,FC Sochaux-Montbéliard,€1.3M,€10K,Right,CDM,17,6'0,159lbs,
9027,184376,L. Vácha,29,Czech Republic,66,Sparta Praha,€500K,€1K,Right,CDM,6,5'9,159lbs,€1.1M
9028,200505,L. Hutten,28,Netherlands,66,Fortuna Sittard,€650K,€3K,Right,CAM,25,5'11,159lbs,€943K
9029,225849,M. Dittgen,23,Germany,66,SV Wehen Wiesbaden,€825K,€2K,Left,LM,7,6'0,170lbs,€1.3M
9030,233017,Park Han Bin,20,Korea Republic,66,Daegu FC,€1.1M,€2K,Right,CM,36,6'0,165lbs,€1.7M
9031,238137,R. Matsuda,26,Japan,66,Cerezo Osaka,€550K,€3K,Right,RB,2,5'7,152lbs,€688K
9032,238649,D. Frick,28,Germany,66,FSV Zwickau,€525K,€1K,Right,LDM,19,6'2,185lbs,€761K
9033,241465,Chuca,21,Spain,66,Elche CF,€975K,€6K,Right,CM,19,5'11,165lbs,
9034,186937,A. Lamas,34,Uruguay,66,Atlético Tucumán,€200K,€3K,Left,CB,39,6'2,181lbs,€300K
9035,209210,A. Grant,24,Australia,66,Perth Glory,€700K,€2K,Left,LCB,2,6'3,194lbs,€928K
9036,211002,Hwang Seok Ho,29,Korea Republic,66,Shimizu S-Pulse,€500K,€2K,Right,RCB,3,6'0,165lbs,€625K
9037,224826,G. Berthier,22,France,66,Red Star FC,€1M,€5K,Left,LM,14,5'10,143lbs,
9038,235834,F. Depaoli,21,Italy,66,Chievo Verona,€1.2M,€4K,Right,RM,27,5'10,157lbs,€2.9M
9039,214843,E. Godoy,31,Chile,66,Curicó Unido,€425K,€1K,Left,CB,4,6'2,170lbs,€574K
9040,231227,N. Dorsch,20,Germany,66,1. FC Heidenheim 1846,€1.1M,€3K,Right,RDM,36,5'10,159lbs,€2.4M
9041,235579,M. Massop,24,Netherlands,66,Waasland-Beveren,€700K,€3K,Left,LWB,3,6'0,165lbs,€1.1M
9042,193851,D. Blacha,27,Poland,66,VfL Osnabrück,€650K,€2K,Right,LDM,23,5'9,159lbs,€943K
9043,228156,A. Angulo,21,Colombia,66,Rionegro Águilas,€900K,€1K,Left,LB,18,5'8,150lbs,€1.4M
9044,235324,R. Niemeijer,23,Netherlands,66,FC Emmen,€850K,€2K,Right,CAM,11,5'10,157lbs,
9045,240956,M. Melluso,20,Argentina,66,Gimnasia y Esgrima La Plata,€1.3M,€3K,Left,LB,32,5'7,139lbs,€2.7M
9046,202301,Kim Ho Nam,29,Korea Republic,66,Jeju United FC,€625K,€2K,Right,RM,13,5'10,159lbs,€781K
9047,213822,L. Cabrera,24,Chile,66,Audax Italiano,€700K,€1K,Right,CDM,21,5'6,161lbs,€998K
9048,224062,P. Dziczek,20,Poland,66,Piast Gliwice,€825K,€2K,Right,RDM,10,5'10,154lbs,€1.3M
9049,235582,L. Badiashile,20,France,66,AS Monaco,€725K,€8K,Right,GK,40,6'1,176lbs,€1.5M
9050,221503,H. Shipp,26,United States,66,Seattle Sounders FC,€700K,€3K,Right,LM,19,5'9,146lbs,€1.1M
9051,190015,O. Cissokho,31,Senegal,66,US Orléans Loiret Football,€575K,€2K,Left,LM,8,5'9,150lbs,€1M
9052,192063,Ricardinho,28,Brazil,66,Wisła Płock,€675K,€3K,Right,ST,21,5'9,161lbs,€911K
9053,193087,P. Tomasik,30,Poland,66,Lech Poznań,€475K,€3K,Left,LB,77,5'10,159lbs,€641K
9054,200256,T. Leugers,27,Germany,66,SV Meppen,€600K,€1K,Left,LDM,8,6'0,165lbs,€915K
9055,232768,T. Wada,27,Japan,66,Sanfrecce Hiroshima,€525K,€4K,Left,RB,33,5'7,139lbs,€656K
9056,235328,A. Beghetto,23,Italy,66,Frosinone,€875K,€4K,Left,LM,33,5'10,165lbs,€1.8M
9057,191552,M. Inoha,32,Japan,66,Vissel Kobe,€375K,€3K,Right,RCM,39,5'10,163lbs,€469K
9058,198721,D. Cappelletti,26,Italy,66,Padova,€625K,€1K,Right,CB,23,6'0,168lbs,€1M
9059,214081,D. Murillo,24,Colombia,66,Junior FC,€725K,€1K,Right,RB,4,5'10,165lbs,€1.1M
9060,224065,D. Blanco,23,Argentina,66,Defensa y Justicia,€975K,€5K,Right,LCM,8,5'6,139lbs,
9061,235073,G. Kobel,20,Switzerland,66,TSG 1899 Hoffenheim,€1M,€4K,Right,GK,36,6'4,198lbs,€2.3M
9062,199746,J. Bøge,28,Denmark,66,Hobro IK,€500K,€3K,Right,RB,3,5'11,154lbs,€625K
9063,205378,B. Valette,25,France,66,Nîmes Olympique,€525K,€4K,Right,GK,1,6'1,172lbs,€1.1M
9064,170818,S. Davies,30,England,66,Blackpool,€625K,€4K,Left,ST,26,6'1,161lbs,€1.1M
9065,244546,F. Proia,22,Italy,66,Cittadella,€925K,€1K,Right,LCM,21,6'1,168lbs,€1.6M
9066,245058,O. Kiteishvili,22,Georgia,66,SK Sturm Graz,€1.1M,€5K,Right,LF,9,5'8,143lbs,€1.8M
9067,202819,C. Forrester,25,Republic of Ireland,66,Aberdeen,€750K,€2K,Right,CDM,7,5'11,150lbs,€1.5M
9068,214339,D. Balanta,24,Colombia,66,Junior FC,€750K,€1K,Right,LCB,3,6'1,179lbs,€1.2M
9069,215363,L. Montipó,22,Italy,66,Benevento,€900K,€1K,Right,GK,12,6'3,181lbs,€1.6M
9070,224067,J. Tverskov,25,Denmark,66,Odense Boldklub,€725K,€4K,Right,CB,6,6'1,187lbs,€961K
9071,228675,D. Barinov,21,Russia,66,Lokomotiv Moscow,€925K,€1K,Left,CDM,36,5'10,159lbs,€2.1M
9072,169539,M. Hughes,31,England,66,Accrington Stanley,€425K,€2K,Right,LCB,3,6'2,183lbs,€744K
9073,204100,S. Brandstetter,28,Germany,66,SV Wehen Wiesbaden,€675K,€3K,Right,ST,27,6'2,183lbs,€979K
9074,237892,R. Seuntjens,29,Netherlands,66,VVV-Venlo,€625K,€3K,Right,RCM,9,6'4,205lbs,€906K
9075,207429,D. Samuel,24,England,66,Blackburn Rovers,€875K,€11K,Right,ST,9,6'0,152lbs,€1.7M
9076,219461,E. Palmer-Brown,21,United States,66,NAC Breda,€975K,€2K,Right,LCB,14,6'1,174lbs,€1.6M
9077,219717,Y. González,23,Colombia,66,Junior FC,€850K,€1K,Right,CAM,18,6'0,179lbs,€1.3M
9078,223813,D. van Bruggen,22,Netherlands,66,VVV-Venlo,€775K,€2K,Right,CB,20,6'0,179lbs,€1.3M
9079,229445,G. Pacheco,29,Chile,66,CD Universidad de Concepción,€475K,€2K,Right,RB,14,5'11,168lbs,€665K
9080,229701,P. Ochs,21,Germany,66,Aalborg BK,€1.4M,€7K,Left,LM,11,5'9,165lbs,
9081,231749,Miguelón,22,Spain,66,Villarreal CF,€850K,€7K,Right,RB,15,5'9,154lbs,€2M
9082,175941,J. Horn,31,Norway,66,Sarpsborg 08 FF,€425K,€2K,Right,CB,3,6'2,183lbs,€531K
9083,205382,E. Boldewijn,25,Netherlands,66,Notts County,€775K,€6K,Right,RM,11,6'1,168lbs,€1.4M
9084,207942,Stéfano Pinho,27,Brazil,66,Orlando City SC,€750K,€3K,Right,ST,29,6'0,165lbs,€1.2M
9085,220230,P. Bochniewicz,22,Poland,66,Górnik Zabrze,€775K,€6K,Left,LCB,5,6'4,187lbs,
9086,227398,E. Caicedo,23,Colombia,66,Deportivo Cali,€850K,€1K,Left,CB,23,6'1,174lbs,€1.4M
9087,235590,P. Sisniega,22,Mexico,66,Real Sociedad,€675K,€5K,Right,GK,32,6'4,174lbs,€1.6M
9088,240454,F. Wadja,23,Cameroon,66,FC Lorient,€750K,€2K,Right,CDM,24,6'1,183lbs,€1.5M
9089,209223,A. Al Faraj,29,Saudi Arabia,66,Al Nassr,€500K,€10K,Right,LB,27,5'8,150lbs,€850K
9090,212039,S. Al Muwallad,27,Saudi Arabia,66,Al Ahli,€600K,€10K,Right,RB,2,6'0,174lbs,€1.1M
9091,181831,Yang Cheng,32,China PR,66,Hebei China Fortune FC,€375K,€3K,Right,GK,19,6'1,170lbs,€806K
9092,117063,N. Douchez,38,France,66,Red Star FC,€40K,€1K,Right,GK,16,6'1,187lbs,€70K
9093,212040,U. Jenssen,21,Norway,66,FC Nordsjælland,€925K,€3K,Left,LCB,3,6'1,181lbs,€1.3M
9094,214088,C. Dawson,22,England,66,Sheffield Wednesday,€700K,€5K,Right,GK,25,6'4,152lbs,€1.5M
9095,230984,F. Gino,25,Uruguay,66,Club Atlético Aldosivi,€850K,€4K,Right,RCM,29,5'9,154lbs,€1.3M
9096,243016,Alberto Soro,19,Spain,66,Real Zaragoza,€1.4M,€2K,Left,CAM,29,5'8,139lbs,€3.1M
9097,227145,C. Carrillo,25,Colombia,66,Millonarios FC,€700K,€1K,Right,RCM,8,5'10,143lbs,€1M
9098,245065,D. Palacios,18,Ecuador,66,Willem II,€775K,€1K,Left,LB,5,5'7,148lbs,€1.3M
9099,193865,A. Baclet,32,France,66,Cosenza,€525K,€1K,Left,ST,16,5'11,176lbs,€814K
9100,140618,E. Jääger,33,Estonia,66,Vålerenga Fotball,€260K,€2K,Right,CB,3,5'9,161lbs,€325K
9101,215370,M. Hofmann,24,Austria,66,SK Rapid Wien,€675K,€4K,Right,CB,20,6'0,154lbs,€1.1M
9102,223306,J. Jach,24,Poland,66,Çaykur Rizespor,€775K,€11K,Left,CB,7,6'4,179lbs,
9103,224842,G. Docherty,21,Scotland,66,Shrewsbury,€1.1M,€10K,Right,LCM,8,5'10,159lbs,
9104,228426,L. Escorcia,21,Colombia,66,Jaguares de Córdoba,€925K,€1K,Right,RCB,3,6'1,168lbs,€1.4M
9105,228682,R. Rebolledo,21,Chile,66,Universidad Católica,€700K,€2K,Right,RB,21,5'7,139lbs,€1M
9106,234826,Toni Martínez,21,Spain,66,CF Rayo Majadahonda,€1.4M,€16K,Right,ST,18,5'11,154lbs,
9107,240458,Ander Guevara,20,Spain,66,Real Sociedad,€1M,€6K,Right,CM,26,5'11,161lbs,€2.4M
9108,203851,D. Drescher,28,Austria,66,SKN St. Pölten,€525K,€5K,Left,LCB,29,6'3,187lbs,€761K
9109,213835,J. Gammelby,23,Denmark,66,Brøndby IF,€850K,€6K,Right,RB,2,6'4,176lbs,€1.3M
9110,222027,J. Watts,26,United States,66,Houston Dynamo,€675K,€2K,Right,CB,33,6'2,154lbs,€1.1M
9111,171083,R. O'Donovan,32,Republic of Ireland,66,Newcastle Jets,€525K,€2K,Right,ST,9,5'10,141lbs,€656K
9112,237131,J. Rodríguez,22,Mexico,66,Club León,€850K,€7K,Left,LDM,12,5'7,134lbs,€1.6M
9113,155980,D. Bičík,37,Czech Republic,66,Sparta Praha,€40K,€1K,Right,GK,35,6'4,201lbs,€88K
9114,222540,N. Vergos,22,Greece,66,Panathinaikos FC,€1M,€1K,Right,ST,20,6'0,170lbs,€2.4M
9115,223052,J. Narváez,27,Ecuador,66,,€0,€0,Right,RB,3,6'0,159lbs,
9116,228684,R. Nyambe,20,Namibia,66,Blackburn Rovers,€1M,€8K,Right,RB,2,6'0,168lbs,€2.1M
9117,231244,E. Reséndez,22,Mexico,66,Monterrey,€850K,€7K,Right,GK,24,6'1,159lbs,€1.6M
9118,231500,D. Widgren,24,Sweden,66,Östersunds FK,€700K,€2K,Left,LB,19,5'11,165lbs,€928K
9119,178508,A. Cocco,32,Italy,66,Pescara,€525K,€2K,Right,ST,17,6'0,165lbs,€814K
9120,198733,O. Kefkir,26,Germany,66,KFC Uerdingen 05,€700K,€3K,Left,LM,38,5'8,159lbs,€1M
9121,210253,J. Tutuarima,25,Netherlands,66,De Graafschap,€675K,€2K,Left,LWB,5,5'7,148lbs,€1M
9122,236877,Bruno Leite,23,Cape Verde,66,FK Haugesund,€975K,€2K,Right,CM,16,6'0,165lbs,€1.4M
9123,204622,J. Meekings,25,England,66,Dundee FC,€675K,€2K,Right,CB,24,6'0,172lbs,€1.2M
9124,222286,G. Lloris,22,France,66,OGC Nice,€750K,€7K,Left,CB,3,6'3,183lbs,€1.6M
9125,211791,M. Konczkowski,24,Poland,66,Piast Gliwice,€675K,€2K,Right,RB,20,5'11,163lbs,€962K
9126,213327,A. Jovanović,28,Australia,66,Jeju United FC,€525K,€2K,Right,LCB,15,6'5,183lbs,€656K
9127,226127,C. Depres,23,France,66,Nîmes Olympique,€850K,€5K,Right,ST,9,6'3,183lbs,€1.8M
9128,231247,B. Cufré,21,Argentina,66,Vélez Sarsfield,€975K,€3K,Left,LB,3,5'10,181lbs,€1.7M
9129,235855,J. Asoro,19,Sweden,66,Swansea City,€1.4M,€5K,Right,ST,16,5'9,165lbs,€3.5M
9130,176207,R. Boguski,34,Poland,66,Wisła Kraków,€325K,€3K,Right,RM,9,5'8,152lbs,€439K
9131,184143,A. Jacobsen,28,Denmark,66,Odense Boldklub,€675K,€5K,Right,ST,28,6'0,168lbs,€844K
9132,213328,S. Miangue,21,Belgium,66,Standard de Liège,€850K,€6K,Left,LB,23,6'4,179lbs,
9133,214608,A. Bernal,30,Colombia,66,América de Cali,€475K,€2K,Right,LDM,8,6'0,176lbs,
9134,215376,E. Capradossi,22,Italy,66,Spezia,€850K,€12K,Right,CB,13,5'11,161lbs,
9135,224592,F. Perucchini,26,Italy,66,Ascoli,€575K,€1K,Left,GK,22,6'3,196lbs,€934K
9136,229968,T. Agyepong,22,Ghana,66,Hibernian,€900K,€2K,Right,LM,17,5'7,161lbs,€1.8M
9137,242768,G. Kharaishvili,21,Georgia,66,IFK Göteborg,€950K,€1K,Right,LW,22,6'0,161lbs,€1.4M
9138,243792,Iñigo Vicente,20,Spain,66,Athletic Club de Bilbao,€1.2M,€5K,Right,CAM,29,5'10,148lbs,€3.4M
9139,205393,J. Baldwin,25,England,66,Sunderland,€725K,€4K,Right,LCB,15,6'1,154lbs,€1.3M
9140,221521,R. Dekker,23,Netherlands,66,PEC Zwolle,€850K,€3K,Right,CM,19,5'9,143lbs,€1.3M
9141,225105,Cristo González,20,Spain,66,Real Madrid,€1.2M,€26K,Right,ST,27,5'10,163lbs,€2.6M
9142,234577,Diogo Costa,18,Portugal,66,FC Porto,€1.1M,€1K,Right,GK,31,6'2,179lbs,€2.9M
9143,240209,G. Koyalipou,18,France,66,Chamois Niortais Football Club,€1.2M,€1K,Right,RM,8,6'0,168lbs,€2.7M
9144,243793,Alan Sousa,21,Brazil,66,Vejle Boldklub,€1.1M,€3K,Left,RS,50,5'9,154lbs,€1.5M
9145,244305,R. Ramírez,22,Venezuela,66,Fortuna Sittard,€725K,€2K,Right,CB,30,5'11,174lbs,€1.1M
9146,184657,S. Fischer,29,Netherlands,66,Vendsyssel FF,€500K,€4K,Right,LCB,16,6'0,179lbs,€625K
9147,186449,L. Kelly,28,Scotland,66,Coventry City,€525K,€3K,Right,CDM,6,6'2,194lbs,€919K
9148,190545,C. Dorda,29,Germany,66,KFC Uerdingen 05,€475K,€3K,Left,LB,7,6'0,176lbs,€689K
9149,202322,N. Næss,25,Norway,66,SC Heerenveen,€675K,€3K,Right,CB,4,6'0,181lbs,€1.1M
9150,214354,D. Asprilla,26,Colombia,66,Portland Timbers,€750K,€3K,Right,RM,27,5'11,165lbs,€1.2M
9151,232786,K. Endo,20,Japan,66,Yokohama F. Marinos,€950K,€2K,Right,LW,11,5'9,146lbs,€1.4M
9152,183122,B. Sævarsson,33,Iceland,66,,€0,€0,Right,RB,2,6'2,163lbs,
9153,198740,A. Acosta,30,Mexico,66,Tigres U.A.N.L.,€475K,€13K,Left,LB,27,5'7,157lbs,€760K
9154,203348,S. Carruthers,25,Republic of Ireland,66,Oxford United,€800K,€4K,Right,CAM,11,5'8,154lbs,
9155,207956,P. Mpanzu,24,England,66,Luton Town,€850K,€3K,Right,RCM,17,5'9,157lbs,€1.6M
9156,215380,G. Milan,30,Argentina,66,Tiburones Rojos de Veracruz,€475K,€3K,Right,CB,5,6'4,203lbs,€784K
9157,162388,K. Chiba,33,Japan,66,Sanfrecce Hiroshima,€260K,€4K,Right,CB,5,6'0,170lbs,€325K
9158,239956,M. Boadu,17,Netherlands,66,AZ Alkmaar,€1.3M,€3K,Right,ST,21,5'11,143lbs,€2.7M
9159,162901,C. Doyle,33,Republic of Ireland,66,Heart of Midlothian,€325K,€2K,Right,GK,1,6'5,203lbs,€569K
9160,235093,Fran Rodríguez,23,Spain,66,UD Almería,€750K,€2K,Right,RB,2,5'9,150lbs,€1.3M
9161,239957,S. Jakubiak,25,Germany,66,Heracles Almelo,€700K,€2K,Right,CDM,21,5'9,148lbs,€1.1M
9162,189013,M. Buchalik,29,Poland,66,Wisła Kraków,€500K,€2K,Right,GK,22,6'3,183lbs,€713K
9163,199510,N. Proschwitz,31,Germany,66,SV Meppen,€575K,€1K,Right,ST,33,6'4,190lbs,€834K
9164,226646,F. Banguero,29,Colombia,66,Millonarios FC,€475K,€2K,Left,LB,23,6'0,163lbs,€665K
9165,228182,M. El-Shenawy,29,Egypt,66,,€0,€0,Right,GK,23,6'3,190lbs,
9166,232790,H. Iikura,32,Japan,66,Yokohama F. Marinos,€375K,€2K,Right,GK,21,5'11,165lbs,€469K
9167,238678,K. Gehring,30,Germany,66,SG Sonnenhof Großaspach,€475K,€2K,Right,LCB,25,6'4,187lbs,€689K
9168,173654,P. McGowan,30,Scotland,66,Dundee FC,€600K,€3K,Right,CAM,18,5'7,143lbs,€1.1M
9169,178006,J. Pierazzi,33,France,66,GFC Ajaccio,€260K,€2K,Right,CDM,28,6'1,165lbs,€455K
9170,181846,Wang Yongpo,31,China PR,66,Tianjin Quanjian FC,€550K,€7K,Right,CAM,39,5'10,157lbs,€1.2M
9171,183894,M. Sánchez,30,Argentina,66,San Martín de San Juan,€475K,€4K,Right,CDM,15,5'8,157lbs,€689K
9172,203095,S. Gannon,26,Republic of Ireland,66,Dundalk,€625K,€1K,Right,RB,2,6'0,148lbs,€1M
9173,240215,C. Capone,19,Italy,66,Pescara,€1.4M,€4K,Right,LW,11,6'0,165lbs,
9174,177495,C. Taylor,31,England,66,Blackpool,€575K,€3K,Right,LM,19,6'0,161lbs,€1M
9175,193111,R. Lange,29,Germany,66,FSV Zwickau,€475K,€1K,Left,LM,20,5'10,168lbs,€689K
9176,215384,A. Keita,26,Guinea,66,Os Belenenses,€800K,€3K,Right,ST,50,6'0,174lbs,€1.7M
9177,225368,B. Gueye,23,Senegal,66,SC Paderborn 07,€900K,€4K,Right,LS,27,6'4,185lbs,€1.6M
9178,239704,K. Wagner,21,Germany,66,FC Würzburger Kickers,€725K,€2K,Left,LB,6,6'0,172lbs,€1.1M
9179,110680,Xisco Campos,36,Spain,66,RCD Mallorca,€70K,€2K,Right,RCB,5,5'11,163lbs,€109K
